pci.bus_id, power.draw [W], utilization.gpu [%], memory.used [MiB]
00000000:0F:00.0, 53.70, 0, 0
00000000:0F:00.0, 55.19, 0, 0
00000000:0F:00.0, 55.19, 0, 0
00000000:0F:00.0, 57.82, 2, 38819
00000000:0F:00.0, 59.58, 0, 38819
00000000:0F:00.0, 64.90, 0, 38819
00000000:0F:00.0, 65.18, 0, 38819
00000000:0F:00.0, 64.90, 0, 38819
00000000:0F:00.0, 65.18, 0, 38819
00000000:0F:00.0, 57.82, 0, 38819
00000000:0F:00.0, 57.82, 0, 38819
00000000:0F:00.0, 61.07, 0, 38819
00000000:0F:00.0, 57.82, 0, 38819
00000000:0F:00.0, 57.82, 0, 38819
00000000:0F:00.0, 59.03, 0, 38819
00000000:0F:00.0, 59.91, 0, 38819
00000000:0F:00.0, 57.82, 0, 38819
00000000:0F:00.0, 57.82, 0, 38819
00000000:0F:00.0, 58.09, 0, 38819
00000000:0F:00.0, 57.82, 0, 38819
00000000:0F:00.0, 57.82, 0, 38819
00000000:0F:00.0, 57.82, 0, 38819
00000000:0F:00.0, 57.55, 0, 38819
00000000:0F:00.0, 58.09, 0, 38819
00000000:0F:00.0, 59.30, 0, 38819
00000000:0F:00.0, 59.03, 0, 38819
00000000:0F:00.0, 59.03, 0, 38819
00000000:0F:00.0, 61.33, 0, 38819
00000000:0F:00.0, 57.76, 0, 38819
00000000:0F:00.0, 63.68, 0, 38825
00000000:0F:00.0, 58.37, 1, 38933
00000000:0F:00.0, 57.82, 1, 39057
00000000:0F:00.0, 57.82, 1, 39199
00000000:0F:00.0, 57.76, 5, 39501
00000000:0F:00.0, 57.49, 0, 39593
00000000:0F:00.0, 65.12, 32, 39639
00000000:0F:00.0, 65.18, 0, 39639
00000000:0F:00.0, 198.69, 96, 39719
00000000:0F:00.0, 331.37, 100, 39719
00000000:0F:00.0, 74.96, 76, 39719
00000000:0F:00.0, 281.58, 31, 39719
00000000:0F:00.0, 318.39, 67, 39719
00000000:0F:00.0, 345.79, 100, 39719
00000000:0F:00.0, 342.82, 67, 39719
00000000:0F:00.0, 311.31, 98, 39719
00000000:0F:00.0, 74.35, 100, 39719
00000000:0F:00.0, 268.03, 98, 39719
00000000:0F:00.0, 317.78, 100, 39719
00000000:0F:00.0, 73.75, 0, 39719
00000000:0F:00.0, 330.15, 98, 39719
00000000:0F:00.0, 149.93, 100, 39719
00000000:0F:00.0, 74.55, 0, 39719
00000000:0F:00.0, 261.29, 100, 39719
00000000:0F:00.0, 306.29, 97, 39719
00000000:0F:00.0, 74.00, 0, 39719
00000000:0F:00.0, 58.97, 0, 39719
00000000:0F:00.0, 65.12, 0, 39719
00000000:0F:00.0, 58.43, 0, 39719
00000000:0F:00.0, 64.30, 0, 39719
00000000:0F:00.0, 64.57, 0, 39719
00000000:0F:00.0, 64.84, 0, 39719
